id,original_language,overview,release_date,title,popularity,vote_average,vote_count,genre,director,year
13475,en,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",2009-05-06,Star Trek,8.9708,7.427,9999,"Science Fiction, Action, Adventure",J.J. Abrams,2009
11829,it,The two brothers Trinity and Bambino are exchanged by two federal agents and take advantage of the situation to steal a huge booty hidden in a monastery by a gang of outlaws.,1971-10-21,Trinity Is Still My Name,3.2145,7.4,923,"Comedy, Western",Enzo Barboni,1971
2503,en,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",2007-08-03,The Bourne Ultimatum,7.137,7.427,7840,"Action, Drama, Mystery, Thriller",Paul Greengrass,2007
451480,en,"Free-spirited writer Juliet Ashton forms a life-changing bond with the delightful and eccentric Guernsey Literary and Potato Peel Pie Society, when she decides to write about the book club they formed during the occupation of Guernsey in WWII.",2018-04-19,The Guernsey Literary & Potato Peel Pie Society,4.5086,7.426,1334,"Romance, Drama, History",Mike Newell,2018
376290,en,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,2016-11-25,Miss Sloane,8.1975,7.426,1848,"Drama, Crime, Thriller",John Madden,2016
227306,en,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",2014-12-25,Unbroken,5.8045,7.426,4165,"Drama, War",Angelina Jolie,2014
13004,en,"Liana and Alexa (Barbie and Teresa) are best friends who share everything, including their love of singing. Upon meeting a girl inside a mirror, the duo embark on a journey that will put their friendship to the ultimate test.",2008-09-03,Barbie and the Diamond Castle,4.0475,7.426,854,"Animation, Family",Gino Nichele,2008
9454,en,"Danielle, a vibrant young woman is forced into servitude after the death of her father when she was a young girl. Danielle's stepmother Rodmilla is a heartless woman who forces Danielle to do the cooking and cleaning, while she tries to marry off the eldest of her two daughters to the prince. But Danielle's life takes a wonderful turn when, under the guise of a visiting royal, she meets the charming Prince Henry.",1998-07-31,EverAfter,8.1096,7.426,1484,,,
1653,es,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",2004-02-06,The Motorcycle Diaries,2.1343,7.426,1317,Drama,Walter Salles,2004
1155089,en,"Death is coming. Worse than death: oblivion. Not just for our Earth, but for everyone, everywhere, in every universe! Against this ultimate destruction, the mysterious Monitor has gathered the greatest team of Super Heroes ever assembled. But what can the combined might of Superman, Wonder Woman, Batman, The Flash, Green Lantern and hundreds of Super Heroes from multiple Earths even do to save all of reality from an unstoppable antimatter armageddon?!",2024-01-08,Justice League: Crisis on Infinite Earths Part One,6.0727,7.425,341,"Animation, Science Fiction, Action",Jeff Wamester,2024
18333,sv,"While vacationing on a remote German island with his pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.",1968-02-19,Hour of the Wolf,0.9576,7.4,504,"Drama, Horror",Ingmar Bergman,1968
10747,en,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",1976-06-30,The Outlaw Josey Wales,3.9951,7.4,1171,Western,Clint Eastwood,1976
13188,en,"Ebenezer Scrooge malcontentedly shuffles through life as a cruel, miserly businessman; until he is visited by three spirits on Christmas Eve who show him how his unhappy childhood and adult behavior has left him a selfish, lonely old man.",1951-11-28,Scrooge,1.6511,7.423,337,"Fantasy, Drama",Brian Desmond Hurst,1951
10867,it,"During WWII, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.",2000-03-16,Malena,9.9017,7.423,2288,Drama,Giuseppe Tornatore,2000
821881,en,"From war-torn Syria to the 2016 Rio Olympics, two young sisters embark on a risky voyage, putting their hearts and their swimming skills to heroic use.",2022-11-24,The Swimmers,3.2176,7.422,577,"Drama, History",Sally El Hosaini,2022
582014,en,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",2020-12-13,Promising Young Woman,9.8672,7.422,3345,"Thriller, Crime, Drama",Emerald Fennell,2020
340666,en,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",2016-11-04,Nocturnal Animals,5.0426,7.422,7916,"Drama, Thriller",Tom Ford,2016
11562,en,A renowned ophthalmologist is desperate to cut off an adulterous relationship…which ends up in murder; and a frustrated documentary filmmaker woos an attractive television producer while making a film about her insufferably self-centered boss.,1989-10-13,Crimes and Misdemeanors,1.4487,7.422,889,"Comedy, Drama, Crime",Woody Allen,1989
3009,en,"Josef K wakes up in the morning and finds the police in his room. They tell him that he is on trial but nobody tells him what he is accused of. In order to find out about the reason for this accusation and to protest his innocence, he tries to look behind the façade of the judicial system. But since this remains fruitless, there seems to be no chance for him to escape from this nightmare.",1962-12-21,The Trial,3.6442,7.423,509,"Drama, History",Ken Hughes,1960
839,en,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",1971-11-13,Duel,6.1285,7.422,1916,"Action, Thriller, TV Movie",Steven Spielberg,1971
736074,en,"As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.",2021-07-26,"Batman: The Long Halloween, Part Two",4.9547,7.421,534,"Animation, Mystery, Action, Crime",Chris Palmer,2021
736069,en,"When the Flash finds himself dropped into the middle of World War II, he joins forces with Wonder Woman and her top-secret team known as the Justice Society of America.",2021-04-27,Justice Society: World War II,3.0228,7.421,565,"Animation, War, Science Fiction",Jeff Wamester,2021
190859,en,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",2014-12-25,American Sniper,11.7312,7.4,13059,"War, Action",Clint Eastwood,2014
51828,en,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",2011-03-02,One Day,10.3531,7.421,4324,"Drama, Romance",Lone Scherfig,2011
11236,en,"A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and forgotten. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.",1993-08-13,The Secret Garden,3.5423,7.421,921,"Drama, Family, Fantasy",Agnieszka Holland,1993
10784,en,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",1972-02-13,Cabaret,2.3713,7.4,901,"Music, Drama, Romance",Bob Fosse,1972
7294,fi,"Arriving in Helsinki, a nameless man is beaten within an inch of his life by thugs, miraculously recovering only to find that he has completely lost his memory. Back on the streets, he attempts to begin again from zero, befriending a moody dog and becoming besotted with a Salvation Army volunteer.",2002-03-01,The Man Without a Past,1.8986,7.421,379,"Comedy, Drama, Romance",Aki Kaurismäki,2002
626,fr,"Un Chien Andalou is an European avant-garde surrealist film, a collaboration between director Luis Buñuel and Salvador Dali.",1929-06-05,Un Chien Andalou,2.997,7.421,1323,Horror,Luis Buñuel,1929
758866,ja,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanya at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",2021-08-18,Drive My Car,5.3484,7.42,1325,Drama,Ryūsuke Hamaguchi,2021
